stem,image_exists,mask_exists,img_h,img_w,pixels,aspect_ratio,mask_h,mask_w,mask_coverage,mask_pixels,mask_size_class,same_size,touch_top,touch_bottom,touch_left,touch_right,touches_any_border,n_borders_touched
ISIC_0002871,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.04004610462435016,489052,small,True,False,False,False,False,False,0
ISIC_0002879,True,True,2016,3024,6096384,1.5,2016,3024,0.07789912840136054,474903,normal,True,False,False,False,False,False,0
ISIC_0002885,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.07491829498050478,914919,normal,True,False,False,False,False,False,0
ISIC_0002948,True,True,2016,3024,6096384,1.5,2016,3024,0.056959502551020405,347247,normal,True,False,False,False,False,False,0
ISIC_0002975,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.04016713090097267,490530,small,True,False,False,False,False,False,0
ISIC_0002976,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.039831811142671474,486435,small,True,False,False,False,False,False,0
ISIC_0003005,True,True,2016,3024,6096384,1.5,2016,3024,0.08506419543125893,518584,normal,True,False,False,False,False,False,0
ISIC_0003056,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.032907355777293305,401872,small,True,False,False,False,False,False,0
ISIC_0003174,True,True,2016,3024,6096384,1.5,2016,3024,0.04732411869068615,288506,small,True,False,False,False,False,False,0
ISIC_0003308,True,True,2016,3024,6096384,1.5,2016,3024,0.09377230830603847,571672,normal,True,False,False,False,False,False,0
ISIC_0003346,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.029249381603219857,357200,small,True,False,False,False,False,False,0
ISIC_0003462,True,True,2016,3024,6096384,1.5,2016,3024,0.026524739911396658,161705,small,True,False,False,False,False,False,0
ISIC_0003539,True,True,2016,3024,6096384,1.5,2016,3024,0.052004598135550514,317040,normal,True,False,False,False,False,False,0
ISIC_0003559,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.04789078549492705,584853,small,True,False,False,False,False,False,0
ISIC_0003582,True,True,2016,3024,6096384,1.5,2016,3024,0.1762498884584698,1074487,normal,True,False,False,False,False,False,0
ISIC_0003657,True,True,2016,3024,6096384,1.5,2016,3024,0.055994668314856805,341365,normal,True,False,False,False,False,False,0
ISIC_0003728,True,True,2016,3024,6096384,1.5,2016,3024,0.050940032648862016,310550,normal,True,False,False,False,False,False,0
ISIC_0003805,True,True,2016,3024,6096384,1.5,2016,3024,0.02244806101452927,136852,small,True,False,False,False,False,False,0
ISIC_0004110,True,True,2016,3024,6096384,1.5,2016,3024,0.13321011274880323,812100,normal,True,False,False,False,False,False,0
ISIC_0004115,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.07850109857139863,958673,normal,True,False,False,False,False,False,0
ISIC_0004168,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.030971099121666946,378226,small,True,False,False,False,False,False,0
ISIC_0004309,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.03358200766707194,410111,small,True,False,False,False,False,False,0
ISIC_0004337,True,True,2016,3024,6096384,1.5,2016,3024,0.03415844539976484,208243,small,True,False,False,False,False,False,0
ISIC_0004346,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.0397974193725893,486015,small,True,False,False,False,False,False,0
ISIC_0004715,True,True,2016,3024,6096384,1.5,2016,3024,0.08089040979045939,493139,normal,True,False,False,False,False,False,0
ISIC_0004985,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.055772724116426295,681109,normal,True,False,False,False,False,False,0
ISIC_0005000,True,True,2848,4256,12121088,1.4943820224719102,2848,4256,0.03273749023189997,396814,small,True,False,False,False,False,False,0
ISIC_0005187,True,True,2016,3024,6096384,1.5,2016,3024,0.05657271589191232,344889,normal,True,False,False,False,False,False,0
ISIC_0005247,True,True,2016,3024,6096384,1.5,2016,3024,0.09525449840429999,580708,normal,True,False,False,False,False,False,0
ISIC_0005548,True,True,2016,3024,6096384,1.5,2016,3024,0.1155373414798018,704360,normal,True,False,False,False,False,False,0
ISIC_0005555,True,True,2016,3024,6096384,1.5,2016,3024,0.08035845511043924,489896,normal,True,False,False,False,False,False,0
ISIC_0005620,True,True,2016,3024,6096384,1.5,2016,3024,0.06526048884059797,397853,normal,True,False,False,False,False,False,0
ISIC_0005639,True,True,2016,3024,6096384,1.5,2016,3024,0.18679515594818175,1138775,normal,True,False,False,False,False,False,0
ISIC_0005666,True,True,2016,3024,6096384,1.5,2016,3024,0.08352131361803981,509178,normal,True,False,False,False,False,False,0
ISIC_0005787,True,True,2016,3024,6096384,1.5,2016,3024,0.10687515747039557,651552,normal,True,False,False,False,False,False,0
ISIC_0006021,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.06719529546788529,820604,normal,True,False,False,False,False,False,0
ISIC_0006114,True,True,2016,3024,6096384,1.5,2016,3024,0.04916996698370706,299759,small,True,False,False,False,False,False,0
ISIC_0006193,True,True,2016,3024,6096384,1.5,2016,3024,0.06178957887167213,376693,normal,True,False,False,False,False,False,0
ISIC_0006350,True,True,2016,3024,6096384,1.5,2016,3024,0.11938109541656168,727793,normal,True,False,False,False,False,False,0
ISIC_0006612,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.06255428986562972,763927,normal,True,False,False,False,False,False,0
ISIC_0006651,True,True,2016,3024,6096384,1.5,2016,3024,0.04654070347274712,283730,small,True,False,False,False,False,False,0
ISIC_0006671,True,True,2016,3024,6096384,1.5,2016,3024,0.028506570452254975,173787,small,True,False,False,False,False,False,0
ISIC_0006711,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.035324851558569514,431395,small,True,False,False,False,False,False,0
ISIC_0006776,True,True,2016,3024,6096384,1.5,2016,3024,0.06760236887965063,412130,normal,True,False,False,False,False,False,0
ISIC_0006795,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.05917898328756498,722707,normal,True,False,False,False,False,False,0
ISIC_0006800,True,True,2016,3024,6096384,1.5,2016,3024,0.08000709929033342,487754,normal,True,False,False,False,False,False,0
ISIC_0006815,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.007762713818547711,94800,very_tiny,True,False,False,False,False,False,0
ISIC_0006914,True,True,2016,3024,6096384,1.5,2016,3024,0.11427626606198035,696672,normal,True,False,False,False,False,False,0
ISIC_0006940,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.06212201806976354,758648,normal,True,False,False,False,False,False,0
ISIC_0006982,True,True,2016,3024,6096384,1.5,2016,3024,0.18728347820609725,1141752,normal,True,False,False,False,False,False,0
ISIC_0007038,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.03333381372631226,407080,small,True,False,False,False,False,False,0
ISIC_0007087,True,True,2016,3024,6096384,1.5,2016,3024,0.11619412425464012,708364,normal,True,False,False,False,False,False,0
ISIC_0007141,True,True,2016,3024,6096384,1.5,2016,3024,0.16460528076971528,1003497,normal,True,False,False,False,False,False,0
ISIC_0007156,True,True,2016,3024,6096384,1.5,2016,3024,0.06311298632107164,384761,normal,True,False,False,False,False,False,0
ISIC_0007241,True,True,2016,3024,6096384,1.5,2016,3024,0.05690586419753087,346920,normal,True,False,False,False,False,False,0
ISIC_0007322,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.0650676731773017,794621,normal,True,False,False,False,False,False,0
ISIC_0007332,True,True,2016,3024,6096384,1.5,2016,3024,0.08706242913832199,530766,normal,True,False,False,False,False,False,0
ISIC_0007344,True,True,2016,3024,6096384,1.5,2016,3024,0.08575099600025195,522771,normal,True,False,False,False,False,False,0
ISIC_0007475,True,True,2016,3024,6096384,1.5,2016,3024,0.12893675988914083,786048,normal,True,False,False,False,False,False,0
ISIC_0007528,True,True,2016,3024,6096384,1.5,2016,3024,0.02720596340388007,165858,small,True,False,False,False,False,False,0
ISIC_0007557,True,True,2016,3024,6096384,1.5,2016,3024,0.12883358397371295,785419,normal,True,False,False,False,False,False,0
ISIC_0007693,True,True,2016,3024,6096384,1.5,2016,3024,0.05619855967078189,342608,normal,True,False,False,False,False,False,0
ISIC_0007760,True,True,2016,3024,6096384,1.5,2016,3024,0.07419824604224406,452341,normal,True,False,False,False,False,False,0
ISIC_0007788,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.10161842756896697,1240987,normal,True,False,False,False,False,False,0
ISIC_0007796,True,True,2016,3024,6096384,1.5,2016,3024,0.04604221125178466,280691,small,True,False,False,False,False,False,0
ISIC_0008029,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.05798624394704847,708141,normal,True,False,False,False,False,False,0
ISIC_0008116,True,True,2016,3024,6096384,1.5,2016,3024,0.06525425563744017,397815,normal,True,False,False,False,False,False,0
ISIC_0008145,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.02525494127850914,308419,small,True,False,False,False,False,False,0
ISIC_0008207,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.03470768305592822,423858,small,True,False,False,False,False,False,0
ISIC_0008236,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.06593852192688245,805256,normal,True,False,False,False,False,False,0
ISIC_0008256,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.0435461223115462,531795,small,True,False,False,False,False,False,0
ISIC_0008280,True,True,2016,3024,6096384,1.5,2016,3024,0.05933550117577895,361732,normal,True,False,False,False,False,False,0
ISIC_0008294,True,True,2016,3024,6096384,1.5,2016,3024,0.030307146006550767,184764,small,True,False,False,False,False,False,0
ISIC_0008347,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.033973173109173235,414888,small,True,False,False,False,False,False,0
ISIC_0008396,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.02984272152230421,364446,small,True,False,False,False,False,False,0
ISIC_0008403,True,True,2016,3024,6096384,1.5,2016,3024,0.09383611662257496,572061,normal,True,False,False,False,False,False,0
ISIC_0008406,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.038477594253102466,469897,small,True,False,False,False,False,False,0
ISIC_0008507,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.04951235745430153,604656,small,True,False,False,False,False,False,0
ISIC_0008524,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.02660006891455643,324846,small,True,False,False,False,False,False,0
ISIC_0008528,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.0858842746415395,1048838,normal,True,False,False,False,False,False,0
ISIC_0008541,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.03112389684303203,380092,small,True,False,False,False,False,False,0
ISIC_0008552,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.040001640978743924,488509,small,True,False,False,False,False,False,0
ISIC_0008600,True,True,2016,3024,6096384,1.5,2016,3024,0.13614808384773663,830011,normal,True,False,False,False,False,False,0
ISIC_0008626,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.10025250110053664,1224306,normal,True,False,False,False,False,False,0
ISIC_0008659,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.033764775359508635,412343,small,True,False,False,False,False,False,0
ISIC_0008785,True,True,2016,3024,6096384,1.5,2016,3024,0.09555680875745359,582551,normal,True,False,False,False,False,False,0
ISIC_0008807,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.03903326699543015,476683,small,True,False,False,False,False,False,0
ISIC_0008879,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.031692834982391414,387040,small,True,False,False,False,False,False,0
ISIC_0008913,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.16613755201345798,2028909,normal,True,False,False,False,False,False,0
ISIC_0008992,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.04130287816535301,504400,small,True,False,False,False,False,False,0
ISIC_0008993,True,True,2016,3024,6096384,1.5,2016,3024,0.07118514844209288,433972,normal,True,False,False,False,False,False,0
ISIC_0008998,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.36467886602800603,4453540,normal,True,False,False,False,False,False,0
ISIC_0009035,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.11656206109550561,1423482,normal,True,False,False,False,False,False,0
ISIC_0009078,True,True,2016,3024,6096384,1.5,2016,3024,0.05937700118627698,361985,normal,True,False,False,False,False,False,0
ISIC_0009083,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.06045434476144558,738282,normal,True,False,False,False,False,False,0
ISIC_0009160,True,True,2016,3024,6096384,1.5,2016,3024,0.06897744630259511,420513,normal,True,False,False,False,False,False,0
ISIC_0009165,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.054211419639862486,662042,normal,True,False,False,False,False,False,0
ISIC_0009188,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.035412714342612776,432468,small,True,False,False,False,False,False,0
ISIC_0009201,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.136972102706272,1672734,normal,True,False,False,False,False,False,0
ISIC_0009252,True,True,2016,3024,6096384,1.5,2016,3024,0.0616383416792643,375771,normal,True,False,False,False,False,False,0
ISIC_0009297,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.05196326238365755,634587,normal,True,False,False,False,False,False,0
ISIC_0009298,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.07149320222098776,873091,normal,True,False,False,False,False,False,0
ISIC_0009344,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.06015341677322656,734607,normal,True,False,False,False,False,False,0
ISIC_0009430,True,True,2016,3024,6096384,1.5,2016,3024,0.07729893654992862,471244,normal,True,False,False,False,False,False,0
ISIC_0009504,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.030911650490524904,377500,small,True,False,False,False,False,False,0
ISIC_0009533,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.06117714512933926,747109,normal,True,False,False,False,False,False,0
ISIC_0009564,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.031151737799765218,380432,small,True,False,False,False,False,False,0
ISIC_0009583,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.0478947978681033,584902,small,True,False,False,False,False,False,0
ISIC_0009599,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.06893601034504444,841862,normal,True,False,False,False,False,False,0
ISIC_0009758,True,True,2016,3024,6096384,1.5,2016,3024,0.12369808069832872,754111,normal,True,False,False,False,False,False,0
ISIC_0009800,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.05476545467885292,668808,normal,True,False,False,False,False,False,0
ISIC_0009860,True,True,2848,4288,12212224,1.5056179775280898,2848,4288,0.04114836085548382,502513,small,True,False,False,False,False,False,0
ISIC_0009868,True,True,768,1024,786432,1.3333333333333333,768,1024,0.17874018351236978,140567,normal,True,False,False,False,False,False,0
ISIC_0009869,True,True,768,1024,786432,1.3333333333333333,768,1024,0.057950337727864586,45574,normal,True,False,False,False,False,False,0
ISIC_0009873,True,True,768,1024,786432,1.3333333333333333,768,1024,0.26189295450846356,205961,normal,True,False,False,False,False,False,0
ISIC_0009874,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1359736124674479,106934,normal,True,False,False,False,False,False,0
ISIC_0009875,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3316459655761719,260817,normal,True,False,False,False,False,False,0
ISIC_0009877,True,True,768,1024,786432,1.3333333333333333,768,1024,0.24605941772460938,193509,normal,True,False,False,False,False,False,0
ISIC_0009879,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2823346455891927,222037,normal,True,False,False,False,False,False,0
ISIC_0009880,True,True,768,1024,786432,1.3333333333333333,768,1024,0.24005254109700522,188785,normal,True,False,False,False,False,False,0
ISIC_0009881,True,True,768,1024,786432,1.3333333333333333,768,1024,0.18461990356445312,145191,normal,True,False,False,False,False,False,0
ISIC_0009883,True,True,768,1024,786432,1.3333333333333333,768,1024,0.17577997843424478,138239,normal,True,False,False,False,False,False,0
ISIC_0009884,True,True,768,1024,786432,1.3333333333333333,768,1024,0.10867563883463542,85466,normal,True,False,False,False,False,False,0
ISIC_0009885,True,True,768,1024,786432,1.3333333333333333,768,1024,0.059757232666015625,46995,normal,True,False,False,False,False,False,0
ISIC_0009888,True,True,768,1024,786432,1.3333333333333333,768,1024,0.10805511474609375,84978,normal,True,False,False,False,False,False,0
ISIC_0009889,True,True,768,1024,786432,1.3333333333333333,768,1024,0.10344187418619792,81350,normal,True,False,False,False,False,False,0
ISIC_0009891,True,True,768,1024,786432,1.3333333333333333,768,1024,0.18711980183919272,147157,normal,True,False,False,False,False,False,0
ISIC_0009895,True,True,768,1024,786432,1.3333333333333333,768,1024,0.22251383463541666,174992,normal,True,False,False,False,False,False,0
ISIC_0009896,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3431816101074219,269889,normal,True,False,False,False,False,False,0
ISIC_0009897,True,True,768,1024,786432,1.3333333333333333,768,1024,0.609717051188151,479501,normal,True,True,False,False,False,True,1
ISIC_0009898,True,True,768,1024,786432,1.3333333333333333,768,1024,0.20577112833658853,161825,normal,True,False,False,False,False,False,0
ISIC_0009899,True,True,768,1024,786432,1.3333333333333333,768,1024,0.33490626017252606,263381,normal,True,False,False,False,False,False,0
ISIC_0009901,True,True,768,1024,786432,1.3333333333333333,768,1024,0.32477696736653644,255415,normal,True,False,False,False,False,False,0
ISIC_0009902,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3165397644042969,248937,normal,True,False,False,False,False,False,0
ISIC_0009904,True,True,768,1024,786432,1.3333333333333333,768,1024,0.4584808349609375,360564,normal,True,False,True,False,False,True,1
ISIC_0009906,True,True,768,1024,786432,1.3333333333333333,768,1024,0.31580479939778644,248359,normal,True,False,False,False,False,False,0
ISIC_0009909,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2045745849609375,160884,normal,True,False,False,False,False,False,0
ISIC_0009910,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3956947326660156,311187,normal,True,False,False,False,False,False,0
ISIC_0009914,True,True,768,1024,786432,1.3333333333333333,768,1024,0.19785944620768228,155603,normal,True,False,False,False,False,False,0
ISIC_0009915,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3694877624511719,290577,normal,True,False,False,False,False,False,0
ISIC_0009917,True,True,768,1024,786432,1.3333333333333333,768,1024,0.10887781778971355,85625,normal,True,False,False,False,False,False,0
ISIC_0009918,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5366312662760416,422024,normal,True,False,False,False,False,False,0
ISIC_0009919,True,True,768,1024,786432,1.3333333333333333,768,1024,0.33491261800130206,263386,normal,True,False,False,False,False,False,0
ISIC_0009920,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3166160583496094,248997,normal,True,False,False,False,False,False,0
ISIC_0009921,True,True,768,1024,786432,1.3333333333333333,768,1024,0.649389902750651,510701,normal,True,False,False,False,False,False,0
ISIC_0009923,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2928937276204427,230341,normal,True,False,False,False,False,False,0
ISIC_0009925,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3154767354329427,248101,normal,True,False,False,False,False,False,0
ISIC_0009927,True,True,768,1024,786432,1.3333333333333333,768,1024,0.15371322631835938,120885,normal,True,False,False,False,False,False,0
ISIC_0009928,True,True,768,1024,786432,1.3333333333333333,768,1024,0.6059544881184896,476542,normal,True,False,True,False,False,True,1
ISIC_0009929,True,True,768,1024,786432,1.3333333333333333,768,1024,0.021859486897786457,17191,small,True,False,False,False,False,False,0
ISIC_0009930,True,True,768,1024,786432,1.3333333333333333,768,1024,0.024401346842447918,19190,small,True,False,False,False,False,False,0
ISIC_0009931,True,True,768,1024,786432,1.3333333333333333,768,1024,0.31331125895182294,246398,normal,True,False,False,False,False,False,0
ISIC_0009932,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2458648681640625,193356,normal,True,False,False,False,False,False,0
ISIC_0009933,True,True,768,1024,786432,1.3333333333333333,768,1024,0.19576263427734375,153954,normal,True,False,False,False,False,False,0
ISIC_0009934,True,True,768,1024,786432,1.3333333333333333,768,1024,0.8597462972005209,676132,normal,True,False,True,False,False,True,1
ISIC_0009935,True,True,768,1024,786432,1.3333333333333333,768,1024,0.14170455932617188,111441,normal,True,False,False,False,False,False,0
ISIC_0009936,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0364532470703125,28668,small,True,False,False,False,False,False,0
ISIC_0009937,True,True,768,1024,786432,1.3333333333333333,768,1024,0.07423655192057292,58382,normal,True,False,False,False,False,False,0
ISIC_0009938,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2515856424967448,197855,normal,True,False,False,False,False,False,0
ISIC_0009939,True,True,768,1024,786432,1.3333333333333333,768,1024,0.24803924560546875,195066,normal,True,False,False,False,False,False,0
ISIC_0009940,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5276845296223959,414988,normal,True,False,False,False,False,False,0
ISIC_0009941,True,True,768,1024,786432,1.3333333333333333,768,1024,0.16626103719075522,130753,normal,True,False,False,False,False,False,0
ISIC_0009942,True,True,768,1024,786432,1.3333333333333333,768,1024,0.19519678751627603,153509,normal,True,False,False,False,False,False,0
ISIC_0009943,True,True,768,1024,786432,1.3333333333333333,768,1024,0.12137858072916667,95456,normal,True,False,False,False,False,False,0
ISIC_0009944,True,True,768,1024,786432,1.3333333333333333,768,1024,0.13037618001302084,102532,normal,True,False,False,False,False,False,0
ISIC_0009945,True,True,768,1024,786432,1.3333333333333333,768,1024,0.10476048787434895,82387,normal,True,False,False,False,False,False,0
ISIC_0009946,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2756601969401042,216788,normal,True,False,False,False,False,False,0
ISIC_0009947,True,True,768,1024,786432,1.3333333333333333,768,1024,0.162078857421875,127464,normal,True,False,False,False,False,False,0
ISIC_0009948,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5015474955240885,394433,normal,True,False,False,False,False,False,0
ISIC_0009949,True,True,768,1024,786432,1.3333333333333333,768,1024,0.20463689168294272,160933,normal,True,False,False,False,False,False,0
ISIC_0009950,True,True,768,1024,786432,1.3333333333333333,768,1024,0.255035400390625,200568,normal,True,False,False,False,False,False,0
ISIC_0009951,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3275413513183594,257589,normal,True,False,False,False,False,False,0
ISIC_0009953,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3777313232421875,297060,normal,True,False,False,False,False,False,0
ISIC_0009954,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1302490234375,102432,normal,True,False,False,False,False,False,0
ISIC_0009955,True,True,768,1024,786432,1.3333333333333333,768,1024,0.14735539754231772,115885,normal,True,False,False,False,False,False,0
ISIC_0009956,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2709147135416667,213056,normal,True,False,False,False,False,False,0
ISIC_0009958,True,True,768,1024,786432,1.3333333333333333,768,1024,0.15007654825846353,118025,normal,True,False,False,False,False,False,0
ISIC_0009960,True,True,768,1024,786432,1.3333333333333333,768,1024,0.036557515462239586,28750,small,True,False,False,False,False,False,0
ISIC_0009961,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3815409342447917,300056,normal,True,False,False,False,False,False,0
ISIC_0009962,True,True,768,1024,786432,1.3333333333333333,768,1024,0.6786053975423177,533677,normal,True,False,True,False,False,True,1
ISIC_0009964,True,True,768,1024,786432,1.3333333333333333,768,1024,0.06544876098632812,51471,normal,True,False,False,False,False,False,0
ISIC_0009965,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3989512125651042,313748,normal,True,False,False,False,False,False,0
ISIC_0009966,True,True,768,1024,786432,1.3333333333333333,768,1024,0.20275243123372397,159451,normal,True,False,False,False,False,False,0
ISIC_0009967,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1793085734049479,141014,normal,True,False,False,False,False,False,0
ISIC_0009969,True,True,768,1024,786432,1.3333333333333333,768,1024,0.30205408732096356,237545,normal,True,False,False,False,False,False,0
ISIC_0009970,True,True,768,1024,786432,1.3333333333333333,768,1024,0.6512336730957031,512151,normal,True,False,False,False,False,False,0
ISIC_0009971,True,True,768,1024,786432,1.3333333333333333,768,1024,0.031361897786458336,24664,small,True,False,False,False,False,False,0
ISIC_0009972,True,True,768,1024,786432,1.3333333333333333,768,1024,0.10383351643880208,81658,normal,True,False,False,False,False,False,0
ISIC_0009973,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2700309753417969,212361,normal,True,False,False,False,False,False,0
ISIC_0009974,True,True,768,1024,786432,1.3333333333333333,768,1024,0.4135576883951823,325235,normal,True,False,False,False,False,False,0
ISIC_0009975,True,True,768,1024,786432,1.3333333333333333,768,1024,0.21889114379882812,172143,normal,True,False,False,False,False,False,0
ISIC_0009976,True,True,768,1024,786432,1.3333333333333333,768,1024,0.12169392903645833,95704,normal,True,False,False,False,False,False,0
ISIC_0009977,True,True,768,1024,786432,1.3333333333333333,768,1024,0.14774958292643228,116195,normal,True,False,False,False,False,False,0
ISIC_0009978,True,True,768,1024,786432,1.3333333333333333,768,1024,0.20202000935872397,158875,normal,True,False,False,False,False,False,0
ISIC_0009979,True,True,768,1024,786432,1.3333333333333333,768,1024,0.10319900512695312,81159,normal,True,False,False,False,False,False,0
ISIC_0009980,True,True,768,1024,786432,1.3333333333333333,768,1024,0.8788223266601562,691134,normal,True,False,True,False,False,True,1
ISIC_0009981,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0699323018391927,54997,normal,True,False,False,False,False,False,0
ISIC_0009982,True,True,768,1024,786432,1.3333333333333333,768,1024,0.13428115844726562,105603,normal,True,False,False,False,False,False,0
ISIC_0009987,True,True,768,1024,786432,1.3333333333333333,768,1024,0.24824396769205728,195227,normal,True,False,False,False,False,False,0
ISIC_0009988,True,True,768,1024,786432,1.3333333333333333,768,1024,0.9541473388671875,750372,normal,True,False,True,True,True,True,3
ISIC_0009990,True,True,768,1024,786432,1.3333333333333333,768,1024,0.972052256266276,764453,normal,True,False,True,True,False,True,2
ISIC_0009991,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2657051086425781,208959,normal,True,False,False,False,False,False,0
ISIC_0009992,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5163625081380209,406084,normal,True,False,False,False,False,False,0
ISIC_0009993,True,True,768,1024,786432,1.3333333333333333,768,1024,0.28316497802734375,222690,normal,True,False,False,False,False,False,0
ISIC_0009994,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1670659383138021,131386,normal,True,False,False,False,False,False,0
ISIC_0009995,True,True,768,1024,786432,1.3333333333333333,768,1024,0.9240023295084635,726665,normal,True,False,False,True,False,True,1
ISIC_0009998,True,True,768,1024,786432,1.3333333333333333,768,1024,0.24921290079752603,195989,normal,True,False,False,False,False,False,0
ISIC_0010000,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5387051900227865,423655,normal,True,True,False,False,False,True,1
ISIC_0010002,True,True,768,1024,786432,1.3333333333333333,768,1024,0.29693349202473956,233518,normal,True,False,False,False,False,False,0
ISIC_0010003,True,True,768,1024,786432,1.3333333333333333,768,1024,0.05585606892903646,43927,normal,True,False,False,False,False,False,0
ISIC_0010005,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5600115458170573,440411,normal,True,False,False,True,False,True,1
ISIC_0010006,True,True,768,1024,786432,1.3333333333333333,768,1024,0.34757359822591144,273343,normal,True,False,False,False,False,False,0
ISIC_0010009,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0628649393717448,49439,normal,True,False,False,False,False,False,0
ISIC_0010010,True,True,768,1024,786432,1.3333333333333333,768,1024,0.11248270670572917,88460,normal,True,False,False,False,False,False,0
ISIC_0010011,True,True,768,1024,786432,1.3333333333333333,768,1024,0.25733311971028644,202375,normal,True,False,False,False,False,False,0
ISIC_0010013,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1703364054361979,133958,normal,True,False,False,False,False,False,0
