stem,image_exists,mask_exists,img_h,img_w,pixels,aspect_ratio,mask_h,mask_w,mask_coverage_x,mask_pixels_x,mask_size_class,same_size,touch_top,touch_bottom,touch_left,touch_right,touches_any_border,n_borders_touched,mask_pixels_y,mask_coverage_y,equivalent_diameter_px,centroid_x,centroid_y,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height
ISIC_0009994,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1670659383138021,131386,normal,True,False,False,False,False,False,0,131386,0.1670659383138021,409.00593006040157,522.769313321054,416.1285753428828,294,162,761,729,468,568
ISIC_0009995,True,True,768,1024,786432,1.3333333333333333,768,1024,0.9240023295084636,726665,normal,True,False,False,True,False,True,1,726665,0.9240023295084635,961.8828482590679,494.6139348943461,391.9007369282957,0,3,1020,764,1021,762
ISIC_0009998,True,True,768,1024,786432,1.3333333333333333,768,1024,0.249212900797526,195989,normal,True,False,False,False,False,False,0,195989,0.24921290079752603,499.5407342080321,523.551479929996,327.6674762359112,269,82,774,577,506,496
ISIC_0010000,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5387051900227865,423655,normal,True,True,False,False,False,True,1,423655,0.5387051900227865,734.4482958825457,515.9133257013372,396.8776905736979,31,0,989,700,959,701
ISIC_0010002,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2969334920247395,233518,normal,True,False,False,False,False,False,0,233518,0.29693349202473956,545.2745657074661,539.3263088926764,336.88163653337216,267,57,825,625,559,569
ISIC_0010003,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0558560689290364,43927,normal,True,False,False,False,False,False,0,43927,0.05585606892903646,236.49438361530173,537.7716438636829,324.96400846859564,426,195,643,458,218,264
ISIC_0010005,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5600115458170573,440411,normal,True,False,False,True,False,True,1,440411,0.5600115458170573,748.8315572519348,477.0174541507819,381.1797003253779,0,84,1005,666,1006,583
ISIC_0010006,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3475735982259114,273343,normal,True,False,False,False,False,False,0,273343,0.34757359822591144,589.9416215834781,556.5997629352132,302.43136645167425,210,42,898,566,689,525
ISIC_0010009,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0628649393717448,49439,normal,True,False,False,False,False,False,0,49439,0.0628649393717448,250.89378201175435,466.7773013208196,456.8359190113069,311,325,624,579,314,255
ISIC_0010010,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1124827067057291,88460,normal,True,False,False,False,False,False,0,88460,0.11248270670572917,335.60508060408216,401.3640063305449,353.3105245308614,254,143,551,561,298,419
ISIC_0010011,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2573331197102864,202375,normal,True,False,False,False,False,False,0,202375,0.25733311971028644,507.61388167166837,507.98198394070414,360.4928375540457,265,95,771,634,507,540
ISIC_0010013,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1703364054361979,133958,normal,True,False,False,False,False,False,0,133958,0.1703364054361979,412.989858148639,431.4966183430628,396.0889383239523,185,220,686,556,502,337
ISIC_0010014,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1566937764485677,123229,normal,True,False,False,False,False,False,0,123229,0.15669377644856772,396.1060916701097,468.12214657264116,374.996924425257,278,172,716,578,439,407
ISIC_0010015,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2853800455729167,224432,normal,True,False,False,False,False,False,0,224432,0.2853800455729167,534.5612196035194,500.36878430883297,369.1514712696942,190,60,799,700,610,641
ISIC_0010016,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0644327799479166,50672,normal,True,False,False,False,False,False,0,50672,0.06443277994791667,254.00313819088962,499.68023760656774,383.86479712661827,358,257,659,508,302,252
ISIC_0010017,True,True,768,1024,786432,1.3333333333333333,768,1024,0.4219385782877604,331826,normal,True,False,False,False,False,False,0,331826,0.42193857828776044,649.9953731922175,491.31400191666717,410.21518205324475,131,119,832,724,702,606
ISIC_0010018,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1368192036946614,107599,normal,True,False,False,False,False,False,0,107599,0.13681920369466147,370.13416726095255,516.4811940631419,404.03782563034974,353,187,676,624,324,438
ISIC_0010019,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3652254740397135,287225,normal,True,False,False,False,False,False,0,287225,0.36522547403971356,604.7364948773616,519.5558499434242,414.6415945687179,96,122,907,670,812,549
ISIC_0010020,True,True,768,1024,786432,1.3333333333333333,768,1024,0.4676869710286458,367804,normal,True,False,False,False,False,False,0,367804,0.4676869710286458,684.3263822999752,519.356768822525,369.52407804156564,101,77,966,694,866,618
ISIC_0010021,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5331103006998698,419255,normal,True,False,False,False,False,False,0,419255,0.5331103006998698,730.6244215244524,498.323748076946,359.10760277158295,105,24,867,739,763,716
ISIC_0010022,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5461006164550781,429471,normal,True,False,False,False,False,False,0,429471,0.5461006164550781,739.4724203896689,521.2671635570272,371.7854057666292,2,110,1018,625,1017,516
ISIC_0010023,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2889124552408854,227210,normal,True,False,False,False,False,False,0,227210,0.28891245524088544,537.8594211866855,508.2468597332864,416.9182958496545,217,75,812,684,596,610
ISIC_0010024,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1472155253092447,115775,normal,True,False,False,False,False,False,0,115775,0.14721552530924478,383.9391986912947,528.3244914705248,395.7930382206867,302,236,790,556,489,321
ISIC_0010025,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1635627746582031,128631,normal,True,False,False,False,False,False,0,128631,0.16356277465820312,404.69504059084875,512.9762809898081,359.4228685153657,270,149,716,541,447,393
ISIC_0010028,True,True,768,1024,786432,1.3333333333333333,768,1024,0.191839853922526,150869,normal,True,False,False,False,False,False,0,150869,0.19183985392252603,438.2834435324351,521.4332367815787,422.41956266694945,304,177,732,652,429,476
ISIC_0010029,True,True,768,1024,786432,1.3333333333333333,768,1024,0.4354845682779948,342479,normal,True,False,True,False,False,True,1,342479,0.4354845682779948,660.3467316806783,478.89303285748906,374.8029777008225,134,33,877,767,744,735
ISIC_0010032,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1317532857259114,103615,normal,True,False,False,False,False,False,0,103615,0.13175328572591147,363.21717391628647,478.70977175119435,324.828885779086,321,47,639,570,319,524
ISIC_0010034,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3618278503417969,284553,normal,True,False,False,False,False,False,0,284553,0.3618278503417969,601.9170475846524,510.6250364606945,374.1414393803615,185,97,837,688,653,592
ISIC_0010036,True,True,768,1024,786432,1.3333333333333333,768,1024,0.442907969156901,348317,normal,True,False,False,False,False,False,0,348317,0.44290796915690106,665.9511832736073,557.0413244257386,392.62521209128465,92,64,981,690,890,627
ISIC_0010037,True,True,768,1024,786432,1.3333333333333333,768,1024,0.8284886678059896,651550,normal,True,False,False,True,False,True,1,651550,0.8284886678059896,910.8123985608646,506.36769242575394,395.5097045506868,0,7,1017,756,1018,750
ISIC_0010038,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5370292663574219,422337,normal,True,False,True,False,False,True,1,422337,0.5370292663574219,733.3049635757379,516.6230593104559,380.3234099782875,144,3,834,767,691,765
ISIC_0010041,True,True,768,1024,786432,1.3333333333333333,768,1024,0.8342119852701823,656051,normal,True,False,False,False,False,False,0,656051,0.8342119852701823,913.9529947229498,530.524582692504,419.8492678160692,7,1,1019,764,1013,764
ISIC_0010042,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1508076985677083,118600,normal,True,False,False,False,False,False,0,118600,0.15080769856770834,388.59517496437127,483.96529510961216,384.1924957841484,253,214,718,565,466,352
ISIC_0010043,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3308944702148437,260226,normal,True,False,False,False,False,False,0,260226,0.33089447021484375,575.6127463566564,510.3419835066442,440.6946500349696,211,116,762,723,552,608
ISIC_0010044,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1645762125651041,129428,normal,True,False,False,False,False,False,0,129428,0.16457621256510416,405.94685341308247,363.96807491423806,459.3057761844423,175,250,559,669,385,420
ISIC_0010046,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1330299377441406,104619,normal,True,False,False,False,False,False,0,104619,0.13302993774414062,364.9726673747611,520.4216442520001,340.4531968380505,304,150,734,533,431,384
ISIC_0010047,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2967185974121094,233349,normal,True,False,False,False,False,False,0,233349,0.2967185974121094,545.0772188639014,510.0364046985417,360.6447167118779,203,65,827,648,625,584
ISIC_0010053,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0743980407714843,58509,normal,True,False,False,False,False,False,0,58509,0.07439804077148438,272.9395034122207,474.289818660377,375.38546206566514,321,246,630,503,310,258
ISIC_0010054,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3133824666341145,246454,normal,True,False,False,False,False,False,0,246454,0.31338246663411456,560.1740611257895,484.82067647512315,357.83766544669595,193,77,791,665,599,589
ISIC_0010055,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2231165568033854,175466,normal,True,False,False,False,False,False,0,175466,0.2231165568033854,472.66293482406684,451.8805409595021,392.71237162755176,212,144,729,617,518,474
ISIC_0010056,True,True,768,1024,786432,1.3333333333333333,768,1024,0.9608230590820312,755622,normal,True,False,True,False,False,True,1,755622,0.9608230590820312,980.8607501943756,525.4919007122609,374.10675972907086,2,3,1022,767,1021,765
ISIC_0010057,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5755449930826823,452627,normal,True,False,True,False,False,True,1,452627,0.5755449930826823,759.1459644988192,531.2801269036094,422.0053399377412,173,4,883,767,711,764
ISIC_0010058,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2648544311523437,208290,normal,True,False,False,False,False,False,0,208290,0.26485443115234375,514.9787032226546,522.6374573911373,353.1526909597196,263,94,813,596,551,503
ISIC_0010059,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0815277099609375,64116,normal,True,False,False,False,False,False,0,64116,0.0815277099609375,285.7184394648685,538.8515191215921,375.96080541518495,369,263,730,497,362,235
ISIC_0010060,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0527458190917968,41481,normal,True,False,False,False,False,False,0,41481,0.052745819091796875,229.81568605114683,569.3834285576529,397.55529037390613,480,250,682,532,203,283
ISIC_0010061,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0874214172363281,68751,normal,True,False,False,False,False,False,0,68751,0.08742141723632812,295.86566536198006,515.3146426961063,346.5990458320606,343,177,691,494,349,318
ISIC_0010062,True,True,768,1024,786432,1.3333333333333333,768,1024,0.7452265421549479,586070,normal,True,False,False,True,False,True,1,586070,0.7452265421549479,863.8330278375195,492.8699199754296,409.92215264388216,0,43,1012,756,1013,714
ISIC_0010063,True,True,768,1024,786432,1.3333333333333333,768,1024,0.88165283203125,693360,normal,True,False,True,False,False,True,1,693360,0.88165283203125,939.5814870130065,463.8826424945194,394.20934146763585,4,4,995,767,992,764
ISIC_0010064,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1410509745279947,110927,normal,True,False,False,False,False,False,0,110927,0.14105097452799478,375.8146391225831,488.51950381782615,417.4754117572818,284,192,678,633,395,442
ISIC_0010066,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2910537719726562,228894,normal,True,False,False,False,False,False,0,228894,0.29105377197265625,539.8489532754605,513.8324027715886,373.1448181254205,223,95,870,627,648,533
ISIC_0010067,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2124455769856771,167074,normal,True,False,False,False,False,False,0,167074,0.2124455769856771,461.22144756839157,534.0598058345404,432.40736440140296,195,272,889,617,695,346
ISIC_0010069,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0829251607259114,65215,normal,True,False,False,False,False,False,0,65215,0.08292516072591145,288.15675752948016,558.2266963121981,402.58097063558995,400,254,697,560,298,307
ISIC_0010070,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2933947245279948,230735,normal,True,False,False,False,False,False,0,230735,0.2933947245279948,542.0156144932245,494.45573060003903,420.9387825860836,170,176,796,654,627,479
ISIC_0010071,True,True,768,1024,786432,1.3333333333333333,768,1024,0.8017807006835938,630546,normal,True,False,True,False,False,True,1,630546,0.8017807006835938,896.0112175495226,525.4006115334963,382.11167940166143,2,4,1016,767,1015,764
ISIC_0010073,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2915153503417969,229257,normal,True,False,False,False,False,False,0,229257,0.2915153503417969,540.2768533884727,504.047806610049,387.4976554696258,255,82,735,739,481,658
ISIC_0010074,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2362187703450521,185770,normal,True,False,False,False,False,False,0,185770,0.2362187703450521,486.3432020964734,467.5790978091188,354.1777682079991,255,91,718,627,464,537
ISIC_0010075,True,True,768,1024,786432,1.3333333333333333,768,1024,0.6243006388346354,490970,normal,True,False,False,False,False,False,0,490970,0.6243006388346354,790.6468360011459,588.9785852496079,385.71759374299853,183,3,974,766,792,764
ISIC_0010077,True,True,768,1024,786432,1.3333333333333333,768,1024,0.128332773844401,100925,normal,True,False,False,False,False,False,0,100925,0.12833277384440103,358.4713392342494,487.1447312360664,368.82255139955413,275,202,691,537,417,336
ISIC_0010078,True,True,768,1024,786432,1.3333333333333333,768,1024,0.4688097635904948,368687,normal,True,False,True,False,False,True,1,368687,0.4688097635904948,685.1473330822889,545.6339198290149,412.4604095072514,202,16,887,767,686,752
ISIC_0010081,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1213289896647135,95417,normal,True,False,False,False,False,False,0,95417,0.12132898966471355,348.55228824380856,504.2450297116866,402.51446807172726,342,219,672,583,331,365
ISIC_0010086,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1833101908365885,144161,normal,True,False,False,False,False,False,0,144161,0.18331019083658853,428.42909099239023,467.5160133461893,440.5411519065489,246,170,682,740,437,571
ISIC_0010088,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0686365763346354,53978,normal,True,False,False,False,False,False,0,53978,0.06863657633463542,262.1582044218998,536.5766423357665,400.2162362443959,400,258,674,527,275,270
ISIC_0010089,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0685831705729166,53936,normal,True,False,False,False,False,False,0,53936,0.06858317057291667,262.0561926092107,527.357627558588,383.7209285078612,394,249,674,508,281,260
ISIC_0010090,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0438931783040364,34519,small,True,False,False,False,False,False,0,34519,0.04389317830403646,209.64483262106197,522.1214983052812,433.62131000318664,405,332,628,551,224,220
ISIC_0010092,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1405614217122396,110542,normal,True,False,False,False,False,False,0,110542,0.1405614217122396,375.1618927264793,503.54227352499504,397.17856561307013,321,193,691,606,371,414
ISIC_0010093,True,True,768,1024,786432,1.3333333333333333,768,1024,0.6356366475423177,499885,normal,True,False,False,True,False,True,1,499885,0.6356366475423177,797.7927988017545,507.9336967502526,404.3196955299719,0,106,1019,699,1020,594
ISIC_0010094,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2024345397949218,159201,normal,True,False,False,False,False,False,0,159201,0.20243453979492188,450.2232876711095,489.50835735956434,352.8024195827916,202,135,766,546,565,412
ISIC_0010100,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3179003397623698,250007,normal,True,False,False,False,False,False,0,250007,0.3179003397623698,564.1974821466362,561.8120012639646,454.2986836368582,210,198,908,744,699,547
ISIC_0010102,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2848129272460937,223986,normal,True,False,False,False,False,False,0,223986,0.28481292724609375,534.0298050362453,485.48792781691714,392.65991178020056,239,111,764,688,526,578
ISIC_0010104,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0527369181315104,41474,normal,True,False,False,False,False,False,0,41474,0.052736918131510414,229.79629430942992,505.90801465978683,353.9873173554516,359,239,668,473,310,235
ISIC_0010105,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1448567708333333,113920,normal,True,False,False,False,False,False,0,113920,0.14485677083333334,380.8509537026654,502.2631934691011,350.02070751404494,305,151,678,550,374,400
ISIC_0010168,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2480646769205729,195086,normal,True,False,False,False,False,False,0,195086,0.2480646769205729,498.3886132569683,524.3410700921645,366.66312805634436,200,164,868,602,669,439
ISIC_0010169,True,True,768,1024,786432,1.3333333333333333,768,1024,0.83770751953125,658800,normal,True,False,True,False,True,True,2,658800,0.83770751953125,915.8658264568699,552.364687310261,390.98502125075896,42,5,1023,767,982,763
ISIC_0010171,True,True,768,1024,786432,1.3333333333333333,768,1024,0.302625020345052,237994,normal,True,False,False,False,False,False,0,237994,0.30262502034505206,550.4755872967487,489.25792246863364,378.86083262603256,185,84,821,659,637,576
ISIC_0010173,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1126988728841145,88630,normal,True,False,False,False,False,False,0,88630,0.11269887288411458,335.9274041364852,495.08975516190907,458.124822294934,305,312,686,614,382,303
ISIC_0010174,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2736434936523437,215202,normal,True,False,False,False,False,False,0,215202,0.27364349365234375,523.4536240261372,554.7826739528443,341.75945390842094,292,77,827,647,536,571
ISIC_0010175,True,True,768,1024,786432,1.3333333333333333,768,1024,0.6676483154296875,525060,normal,True,False,False,False,False,False,0,525060,0.6676483154296875,817.6350991479295,523.6581990629643,351.6652439721175,45,7,1021,746,977,740
ISIC_0010176,True,True,768,1024,786432,1.3333333333333333,768,1024,0.080718994140625,63480,normal,True,False,False,False,False,False,0,63480,0.080718994140625,284.29781268906754,547.5379962192817,342.6328764965343,430,133,670,556,241,424
ISIC_0010177,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0428263346354166,33680,small,True,False,False,False,False,False,0,33680,0.042826334635416664,207.08140396153462,527.5585213776723,374.7933194774347,430,252,638,490,209,239
ISIC_0010178,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1186993916829427,93349,normal,True,False,False,False,False,False,0,93349,0.1186993916829427,344.7544608289829,502.92674801015545,377.4975200591329,336,183,672,579,337,397
ISIC_0010180,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1482887268066406,116619,normal,True,False,False,False,False,False,0,116619,0.14828872680664062,385.33611622513394,487.4307702861455,372.11980037558203,287,179,720,554,434,376
ISIC_0010182,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0424156188964843,33357,small,True,False,False,False,False,False,0,33357,0.042415618896484375,206.08602935116883,481.55079893275774,375.17537548340675,419,183,553,537,135,355
ISIC_0010183,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0522613525390625,41100,normal,True,False,False,False,False,False,0,41100,0.0522613525390625,228.75783109789967,549.1772506082725,360.4502433090024,423,247,683,484,261,238
ISIC_0010184,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0940653483072916,73976,normal,True,False,False,False,False,False,0,73976,0.09406534830729167,306.902539190096,437.6822482967449,443.67106899534986,142,310,736,611,595,302
ISIC_0010185,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0859413146972656,67587,normal,True,False,False,False,False,False,0,67587,0.08594131469726562,293.3503726093005,489.6309497388551,410.92576974862027,265,291,689,531,425,241
ISIC_0010186,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3454513549804687,271674,normal,True,False,False,False,False,False,0,271674,0.34545135498046875,588.1378070455772,518.2012890449583,411.7169327944522,234,103,795,757,562,655
ISIC_0010187,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3783963521321614,297583,normal,True,False,False,False,False,False,0,297583,0.37839635213216144,615.5440223419637,454.8623946932452,414.4884956465927,77,137,880,719,804,583
ISIC_0010189,True,True,768,1024,786432,1.3333333333333333,768,1024,0.9819183349609376,772212,normal,True,False,True,False,True,True,2,772212,0.9819183349609375,991.5698943186151,510.64653747934506,383.6813362133715,1,1,1023,767,1023,767
ISIC_0010190,True,True,768,1024,786432,1.3333333333333333,768,1024,0.847296396891276,666341,normal,True,False,False,False,False,False,0,666341,0.847296396891276,921.092672578809,525.8540792176979,372.8190235930252,2,7,1021,764,1020,758
ISIC_0010191,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3844617207845052,302353,normal,True,False,False,False,False,False,0,302353,0.3844617207845052,620.4577310899678,524.480153992188,416.4897520447953,124,140,983,720,860,581
ISIC_0010192,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1896616617838541,149156,normal,True,False,False,False,False,False,0,149156,0.18966166178385416,435.78815671667576,469.7245434310386,409.9870337096731,285,148,666,679,382,532
ISIC_0010194,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2231076558430989,175459,normal,True,False,True,False,False,True,1,175459,0.22310765584309897,472.6535065771616,263.62472714423313,518.9781829373244,41,258,480,767,440,510
ISIC_0010201,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5108655293782552,401761,normal,True,False,False,False,False,False,0,401761,0.5108655293782552,715.2188425456532,448.6987910723042,427.1594928328036,52,89,895,758,844,670
ISIC_0010202,True,True,768,1024,786432,1.3333333333333333,768,1024,0.6942049662272135,545945,normal,True,True,False,True,False,True,2,545945,0.6942049662272135,833.7378264481217,403.65420692560605,382.1292602734708,0,0,838,765,839,766
ISIC_0010204,True,True,768,1024,786432,1.3333333333333333,768,1024,0.9812482198079427,771685,normal,True,False,True,True,True,True,3,771685,0.9812482198079427,991.2314856172367,519.5914304411774,389.5627723747384,0,1,1023,767,1024,767
ISIC_0010205,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0915082295735677,71965,normal,True,False,False,False,False,False,0,71965,0.0915082295735677,302.70230233162414,525.8625442923643,378.658653512124,373,224,684,540,312,317
ISIC_0010206,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0923067728678385,72593,normal,True,False,False,False,False,False,0,72593,0.09230677286783855,304.0201938538946,514.8690782857851,371.74187593845136,338,221,692,514,355,294
ISIC_0010207,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0535303751627604,42098,normal,True,False,False,False,False,False,0,42098,0.053530375162760414,231.51854861816338,532.3971922656658,362.24338448382343,415,193,649,494,235,302
ISIC_0010212,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3356590270996094,263973,normal,True,False,False,False,False,False,0,263973,0.3356590270996094,579.7420653552535,529.0467623582715,402.8529470817091,229,62,828,729,600,668
ISIC_0010213,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2564493815104167,201680,normal,True,False,True,False,False,True,1,201680,0.2564493815104167,506.74150351257754,537.0596489488298,530.0850555335185,268,298,816,767,549,470
ISIC_0010215,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2132377624511718,167697,normal,True,False,False,False,False,False,0,167697,0.21323776245117188,462.08056866032854,432.908161744098,362.9208393710084,171,159,674,605,504,447
ISIC_0010216,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1160214742024739,91243,normal,True,False,False,False,False,False,0,91243,0.11602147420247395,340.84335959538726,494.7905044770558,433.37663163201563,309,277,680,605,372,329
ISIC_0010219,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2008196512858072,157931,normal,True,False,False,False,False,False,0,157931,0.20081965128580728,448.42390049992764,501.7758578113227,360.9318563169992,248,166,741,573,494,408
ISIC_0010220,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0754674275716145,59350,normal,True,False,False,False,False,False,0,59350,0.07546742757161458,274.89410139184855,503.82480202190396,439.2984835720303,340,312,684,571,345,260
ISIC_0010222,True,True,768,1024,786432,1.3333333333333333,768,1024,0.8430760701497396,663022,normal,True,False,True,True,False,True,2,663022,0.8430760701497396,918.795858408927,533.6699521282853,417.81638919975506,0,1,1021,767,1022,767
ISIC_0010225,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1323420206705729,104078,normal,True,False,False,False,False,False,0,104078,0.1323420206705729,364.02778099610236,525.8845865600799,421.86092161647997,323,211,745,594,423,384
ISIC_0010226,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1510403951009114,118783,normal,True,False,False,False,False,False,0,118783,0.15104039510091147,388.8948609100882,618.5805376190195,324.48980914777366,446,116,795,560,350,445
ISIC_0010227,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1017392476399739,80011,normal,True,False,False,False,False,False,0,80011,0.10173924763997395,319.17576539236984,501.50356825936433,373.5597730312082,336,187,656,579,321,393
ISIC_0010228,True,True,768,1024,786432,1.3333333333333333,768,1024,0.871728261311849,685555,normal,True,False,True,True,False,True,2,685555,0.871728261311849,934.2781898829248,470.0128013069703,367.8767524122791,0,4,998,767,999,764
ISIC_0010229,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1891072591145833,148720,normal,True,False,False,False,False,False,0,148720,0.18910725911458334,435.1507613379682,535.790761161915,407.9611081226466,359,91,709,709,351,619
ISIC_0010231,True,True,768,1024,786432,1.3333333333333333,768,1024,0.5232823689778646,411526,normal,True,False,False,False,False,False,0,411526,0.5232823689778646,723.858533752751,473.5445585455111,339.4153978120459,36,5,921,765,886,761
ISIC_0010232,True,True,768,1024,786432,1.3333333333333333,768,1024,0.7227325439453125,568380,normal,True,False,False,False,False,False,0,568380,0.7227325439453125,850.6961222649201,497.78511031352264,417.25959217424963,4,90,992,749,989,660
ISIC_0010233,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3347803751627604,263282,normal,True,False,False,False,False,False,0,263282,0.33478037516276044,578.9827750606776,527.900642656923,332.6706193359212,167,88,870,583,704,496
ISIC_0010234,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0716044108072916,56312,normal,True,False,False,False,False,False,0,56312,0.07160441080729167,267.7660643978741,468.09537931524363,378.1621679215798,351,225,583,541,233,317
ISIC_0010235,True,True,768,1024,786432,1.3333333333333333,768,1024,0.8467674255371094,665925,normal,True,False,True,False,False,True,1,665925,0.8467674255371094,920.8051063215078,463.3498637233923,388.5019904643916,1,1,1007,767,1007,767
ISIC_0010236,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0608380635579427,47845,normal,True,False,False,False,False,False,0,47845,0.06083806355794271,246.81601653428785,457.08080259170237,383.09773226042427,323,243,605,535,283,293
ISIC_0010237,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0551236470540364,43351,normal,True,False,False,False,False,False,0,43351,0.05512364705403646,234.93873138291616,455.68600493644897,395.4592050933081,300,293,593,484,294,192
ISIC_0010238,True,True,768,1024,786432,1.3333333333333333,768,1024,0.3536389668782552,278113,normal,True,False,False,False,False,False,0,278113,0.3536389668782552,595.0667773493411,360.19846609112125,268.83834268804407,40,3,669,538,630,536
ISIC_0010239,True,True,768,1024,786432,1.3333333333333333,768,1024,0.7393900553385416,581480,normal,True,False,True,False,False,True,1,581480,0.7393900553385416,860.4436823363876,483.6693987755383,419.20238185320216,41,2,933,767,893,766
ISIC_0010240,True,True,768,1024,786432,1.3333333333333333,768,1024,0.1859753926595052,146257,normal,True,False,False,False,False,False,0,146257,0.18597539265950522,431.53238128132483,477.641617153367,360.92467369083187,200,81,709,611,510,531
ISIC_0010241,True,True,768,1024,786432,1.3333333333333333,768,1024,0.2117703755696614,166543,normal,True,False,False,False,False,False,0,166543,0.21177037556966147,460.48792980796816,528.0232492509442,348.55730351921125,265,122,782,598,518,477
ISIC_0010244,True,True,768,1024,786432,1.3333333333333333,768,1024,0.0395800272623697,31127,small,True,False,False,False,False,False,0,31127,0.03958002726236979,199.07819395647383,469.05943393195616,420.78385324637776,349,347,606,504,258,158
ISIC_0010247,True,True,768,1024,786432,1.3333333333333333,768,1024,0.255987803141276,201317,normal,True,False,False,False,False,False,0,201317,0.25598780314127606,506.2852609225838,505.5034100448546,423.6226101124098,232,73,773,700,542,628
