dataset,stem,safe_id,image_path,xai_gradcam_path,xai_shap_path,xai_lime_path,model_prob_malignant,dx,label_name
isic2018,ISIC_0012770,isic2018_ISIC_0012770,../data/isic2018/images/ISIC_0012770.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012770.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012770.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012770.npy,0.466088205575943,unknown,unknown
isic2018,ISIC_0010189,isic2018_ISIC_0010189,../data/isic2018/images/ISIC_0010189.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0010189.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0010189.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0010189.npy,0.6866306662559509,unknown,unknown
isic2018,ISIC_0010215,isic2018_ISIC_0010215,../data/isic2018/images/ISIC_0010215.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0010215.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0010215.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0010215.npy,0.06738102436065674,unknown,unknown
isic2018,ISIC_0014839,isic2018_ISIC_0014839,../data/isic2018/images/ISIC_0014839.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014839.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014839.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014839.npy,0.0274257380515337,unknown,unknown
isic2018,ISIC_0013229,isic2018_ISIC_0013229,../data/isic2018/images/ISIC_0013229.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0013229.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0013229.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0013229.npy,0.21068799495697021,unknown,unknown
isic2018,ISIC_0012299,isic2018_ISIC_0012299,../data/isic2018/images/ISIC_0012299.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012299.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012299.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012299.npy,0.0016659058164805174,unknown,unknown
isic2018,ISIC_0010032,isic2018_ISIC_0010032,../data/isic2018/images/ISIC_0010032.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0010032.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0010032.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0010032.npy,0.8991084098815918,unknown,unknown
isic2018,ISIC_0000075,isic2018_ISIC_0000075,../data/isic2018/images/ISIC_0000075.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0000075.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0000075.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0000075.npy,0.2414582073688507,unknown,unknown
isic2018,ISIC_0014076,isic2018_ISIC_0014076,../data/isic2018/images/ISIC_0014076.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014076.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014076.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014076.npy,0.0002998898271471262,unknown,unknown
isic2018,ISIC_0000060,isic2018_ISIC_0000060,../data/isic2018/images/ISIC_0000060.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0000060.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0000060.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0000060.npy,0.18945500254631042,unknown,unknown
isic2018,ISIC_0012369,isic2018_ISIC_0012369,../data/isic2018/images/ISIC_0012369.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0012369.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0012369.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0012369.npy,0.001869288505986333,unknown,unknown
isic2018,ISIC_0000282,isic2018_ISIC_0000282,../data/isic2018/images/ISIC_0000282.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0000282.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0000282.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0000282.npy,0.14536799490451813,unknown,unknown
isic2018,ISIC_0000215,isic2018_ISIC_0000215,../data/isic2018/images/ISIC_0000215.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0000215.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0000215.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0000215.npy,0.7796087861061096,unknown,unknown
isic2018,ISIC_0015485,isic2018_ISIC_0015485,../data/isic2018/images/ISIC_0015485.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0015485.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0015485.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0015485.npy,0.7982484698295593,unknown,unknown
isic2018,ISIC_0010604,isic2018_ISIC_0010604,../data/isic2018/images/ISIC_0010604.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0010604.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0010604.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0010604.npy,0.0028337298426777124,unknown,unknown
isic2018,ISIC_0010329,isic2018_ISIC_0010329,../data/isic2018/images/ISIC_0010329.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0010329.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0010329.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0010329.npy,0.9399442076683044,unknown,unknown
isic2018,ISIC_0011295,isic2018_ISIC_0011295,../data/isic2018/images/ISIC_0011295.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0011295.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0011295.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0011295.npy,0.8143569827079773,unknown,unknown
isic2018,ISIC_0015150,isic2018_ISIC_0015150,../data/isic2018/images/ISIC_0015150.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0015150.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0015150.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0015150.npy,0.9516767263412476,unknown,unknown
isic2018,ISIC_0014968,isic2018_ISIC_0014968,../data/isic2018/images/ISIC_0014968.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014968.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014968.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014968.npy,0.7816747426986694,unknown,unknown
isic2018,ISIC_0014857,isic2018_ISIC_0014857,../data/isic2018/images/ISIC_0014857.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0014857.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0014857.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0014857.npy,0.9830637574195862,unknown,unknown
isic2018,ISIC_0015166,isic2018_ISIC_0015166,../data/isic2018/images/ISIC_0015166.jpg,../outputs/pilot/xai_maps/gradcam/isic2018_ISIC_0015166.npy,../outputs/pilot/xai_maps/shap/isic2018_ISIC_0015166.npy,../outputs/pilot/xai_maps/lime/isic2018_ISIC_0015166.npy,0.9999377727508545,unknown,unknown
