dataset,stem,pseudo_npz_path,preview_png_path,mask_pixels_224,asymmetry_mean,border_irregularity_mean,border_w8_dil2_sigma5_mean,border_w12_dil4_sigma8_mean,border_w16_dil6_sigma10_mean,border_w16_dil6_sigma10_dist_mean,colour_heterogeneity_mean
isic2018,ISIC_0014187,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014187.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014187.png,401,0.11221945285797119,0.21021118760108948,0.21021118760108948,0.3042577803134918,0.0,0.0,0.41262558102607727
isic2018,ISIC_0014299,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014299.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014299.png,467,0.0942184180021286,0.2434951215982437,0.2434951215982437,0.355429083108902,0.3759755790233612,0.3085324168205261,0.4302963614463806
isic2018,ISIC_0014547,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014547.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014547.png,371,0.07547169923782349,0.25271540880203247,0.25271540880203247,0.31550565361976624,0.0,0.0,0.3569085896015167
isic2018,ISIC_0014600,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014600.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014600.png,2305,0.21127982437610626,0.04205585643649101,0.04205585643649101,0.09343495965003967,0.11991898715496063,0.10625282675027847,0.3163234293460846
isic2018,ISIC_0014839,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014839.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014839.png,7005,0.17373304069042206,0.055605486035346985,0.055605486035346985,0.08822891861200333,0.12045278400182724,0.10303749144077301,0.2927247881889343
isic2018,ISIC_0014857,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014857.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014857.png,31183,0.16060033440589905,0.011743060313165188,0.011743060313165188,0.018478531390428543,0.028768444433808327,0.023997103795409203,0.17831659317016602
isic2018,ISIC_0014968,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0014968.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0014968.png,21639,0.11687231063842773,0.00422989996150136,0.00422989996150136,0.006945493631064892,0.010067705065011978,0.008864380419254303,0.26693859696388245
isic2018,ISIC_0015150,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0015150.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0015150.png,16813,0.13269494473934174,0.022748377174139023,0.022748377174139023,0.03754925727844238,0.030429759994149208,0.02743116021156311,0.3667943775653839
isic2018,ISIC_0015166,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0015166.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0015166.png,23617,0.106237031519413,0.020038414746522903,0.020038414746522903,0.029614903032779694,0.03591165319085121,0.03051447868347168,0.33593401312828064
isic2018,ISIC_0015485,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0015485.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0015485.png,31063,0.08605092763900757,0.008940178900957108,0.008940178900957108,0.01649685576558113,0.024687623605132103,0.020890075713396072,0.21676205098628998
isic2018,ISIC_0016038,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0016038.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0016038.png,902,0.13747228682041168,0.1244998350739479,0.1244998350739479,0.2612840533256531,0.33422568440437317,0.2879869043827057,0.4375063180923462
isic2018,ISIC_0016051,../outputs/pilot/pseudo_concepts/npz/isic2018/ISIC_0016051.npz,../outputs/pilot/pseudo_concepts/png_preview/isic2018/ISIC_0016051.png,1438,0.06119610741734505,0.1337680220603943,0.1337680220603943,0.2423349916934967,0.27016231417655945,0.2326122671365738,0.3727422058582306
